,text,meta_text
4308,i would like to stay close to asking if possible . ,inform
4309,what did you have in mind ? it is a pretty good deal for so many pieces . ,inquire
4310,i was thinking closer to $450 . i could come tomorrow with cash in hand . ,init-price
4311,can we meet at $500 ? ? ,counter-price
4312,"i can do that , thank you ! ",agree
4313,<end>,<end>
4314,hi ! ,intro
4315,hello ,intro
4316,i am interested in your speaker are you able to negotiate with me ? ,intro
4317,yes it is brand new in the box ! ,supplemental
4318,is it pretty nice and loud ? ,inquire
4319,yes ! i had brought this as a gift but they already had them ! ,inform
4320,i am asking $499 but i will negotiate for a fair price ,init-price
4321,would you take 450 for them ? ,counter-price
4322,ok $450 sounds fair you will not be disappointed ,agree
4323,okay great thank you ! ,thanks
4324,<end>,<end>
4325,hi . i am interested in your bicycle . ,intro
4326,how long have you had it for ? ,inquire
4327,i have hadit for a little over a month ,inform
4328,is there anything wrong with it ? ,inquire
4329,nothing wrong at all pretty much new ,inform
4330,"okay . i see that you are listing it at 300 . however , i can buy a new one for that . honestly , without any sort of warranty available and the fact that it is used-i can do 150 . ",init-price
4331,it actually still has over 10 months of the warranty that comes with the bike when you buy it . i will not go as low as 150 . i can do 225 though ,counter-price
4332,usually a warranty doesn't transfer if you sell it . i can do 200 . ,counter-price
4333,"if you have any problems with it , within the next 10 months save my number . i can do 200 . you will pick up tonight ? ",agree
4334,"sure , i can do that . ",agree
4335,<end>,<end>
4336,hi ,intro
4337,"hello , i am interested in your speakers for sale . ",intro
4338,i am asking for $600 ,init-price
4339,you are ? you had it listed as 499 on the ad ? ,inquire
4340,"oh i'm sorry , you are right , i was looking at a different item , my apologies . $499 ",counter-price
4341,"yeah , well what condition is it in ? how well does it sound ? ",inquire
4342,"the system is brand new , never opened the box . 3 wall speakers and 5 ceiling speakers . ",inform
4343,that's nice . i can't do 499 for it though . i can do 200 in cash and i have an ps4 that i need to get rid of . would you take that for it ? ,counter-price
4344,i'll take the $200 and ps4 ,agree
4345,awesome . ,thanks
4346,<end>,<end>
4347,is the tv still available ? ,inquire
4348,"hi , yes it is ! i would love for it to end up in your home . ",inform
4349,have you owned one of these before ? ,inquire
4350,no i have not . i have been wanting one for quite a while . ,inform
4351,they're the best ! and this one has been discontinued so you cant find it in stores anymore . ,supplemental
4352,what condition would you say it was in ? ,inquire
4353,like new because i only had it for 6 months and barely used it . it even still has some of its plastic wrapping from the store ,inform
4354,that's great ! does it have any physical damage on it ? like scratches or anything ? ,inquire
4355,absolutely no scratches at all and it even comes with 3d glasses if you're into that kind of thing ,inform
4356,i would like to make you a offer of 1000 ,init-price
4357,"thats a tad low . i can do 1100 just for you , today ",counter-price
4358,how about 1080 ? ,counter-price
4359,you've got a deal ,agree
4360,<end>,<end>
4361,"hello , i am definitely interested in the cinnamon apartments . ",intro
4362,can you give me just a little more information about it please ? ,inquire
4363,in a community whee you can trust the security in a mobile area close to amenities of downtown . the rooms are extra large and all new appliances . every window has the rolling blades for blinds ,inform
4364,"thank you , that sounds very nice ! is the price negotiable on the apartments ? ",inquire
4365,yes it is lets start at 2296 . 00 ,init-price
4366,i was looking to offer you $1147 ,counter-price
4367,that is not fair you knocked off more than half for a 2 bedroom 2 bath luxury apartment with security and video and gated and private parking garage ,vague-price
4368,the highest i can go is $1500 ,counter-price
4369,<end>,<end>
4370,"hello , i am interested in the apartment . ",intro
4371,can you give me details ? ,inquire
4372,"hello there . thank you for the interest in my apartment . the apartment is located in southside , a historic part of town , and is centrally located around many great food and recreational opportunities ",inform
4373,this seems like a place i am looking for . i can offer $1850 . ,init-price
4374,this apartment has also been recently renovated and is in a very desirable location . ,supplemental
4375,"would you be willing to bump it up to $2000 , with 50% off your first month ? ",counter-price
4376,how about $1950 ? ,counter-price
4377,"sure , that sounds reasonable to me . ",agree
4378,<end>,<end>
4379,hi there ! ,intro
4380,hi would you be interested in this nightstand ? ,intro
4381,yes very much so ! is this new ? ,inquire
4382,well no this is vintage piece . it's midcentury and is a great vintage condition . ,inform
4383,and is the color as shown ? ,inquire
4384,yes the color is as shown . i think it's very nice and will go with just about any room color or other furniture . ,inform
4385,yeah but the price is holding me back ,vague-price
4386,did you see how it has the lower shelf for additional storage ? ,inquire
4387,"yes i did and am very much interested . the question is , are you going to accept $84 for it ? ",init-price
4388,no i just can't do that . i can offer free delivery ! ,disagree
4389,what's the lowest you can offer ? ,inquire
4390,110,counter-price
4391,i am sorry then i will have to pass this one because its out of my budget ! thanks for your time ! ,disagree
4392,<end>,<end>
4393,hello there ! i'm interested in the dresser . ,intro
4394,what kind of wood is it made from ? ,inquire
4395,it is made from walnut wood . ,inform
4396,how many drawers ? does it have any scratches ? ,inquire
4397,the dresser has 6 drawers . it does have some chips around the edges and some marks on the top surface . but looks great . ,inform
4398,would you be able to come down on price at all ? would you be able to do $385 ? ,init-price
4399,man that's awful low . it is in good vintage condition . and the going rate is much higher among vintage furniture collectors . how about 525 ? ,counter-price
4400,i could do $525 if you could deliver it ? ,agree
4401,i would be happy to deliver it . ,inform
4402,<end>,<end>
4403,hello . how are you ? ,intro
4404,"hi , doing well thank you . and yourself ? ",intro
4405,i am good . thank you . ,intro
4406,i see the home speakers you are selling and i am interested in buying them from you ,intro
4407,"ok , great ! they are great speakers . brand new in box . ",supplemental
4408,great ! i can offer you $349 and can pick up asap ,init-price
4409,could we make it a dollar more and go $350 and i can bring them to you while i run errands . ,counter-price
4410,sure that works . ,agree
4411,thank you ,thanks
4412,great ! thank you . i hope you enjoy them ! ,thanks
4413,<end>,<end>
4414,hi ! i'm interested in the apartment you have listed . ,intro
4415,can you tell me what you're asking for it ? ,inquire
4416,hi . $2200 for the 1 bedroom apartment ,init-price
4417,that's a bit more that i wanted to spend . are the utilities included in the rent ? ,inquire
4418,"water , gas , trash and cable is included . electric is paid by the tenant ",inform
4419,that does make a difference for me . is there any wiggle room in the price ? would you be willing to accept $1700 ? ,counter-price
4420,$1850 and first month free ,counter-price
4421,that will work for me ! ,agree
4422,great ! ,thanks
4423,<end>,<end>
4424,hello ,intro
4425,"hi there ! i'm selling this beautiful dining set . it includes table , 8 chairs and the corner cabinet you can see in the back of the picture . ",supplemental
4426,the price is $600 . are you interested ? ,init-price
4427,"yes please . it is beautiful . any marks , scratches etc ? ",inquire
4428,it's in perfect condition ! i've only had it for a few years . it's from a non-smoking/non-pet home . i'm only selling because i'm moving and can't take it with me . ,inform
4429,"okay , will you deliver or must i pick up ? ",inquire
4430,i can deliver if you're willing to pay full price of $600 . will that work for you ? ,counter-price
4431,"i will need to pick up then , i do not have $600 at the moment . i can do $550 . ",counter-price
4432,that works for me ! ,agree
4433,"great , thank you so much ",thanks
4434,<end>,<end>
4435,hey im interested in your iphone that is for sale . . . . i see that is't disable . ,intro
4436,yes it is . i am asking $60 for it . all the parts are perfect and it has a nice case . ,init-price
4437,that's awesome . . . . what iphone model is it ? > ,inquire
4438,"it is an a1662 , the screen is perfect if you needed to use that for a replacement or any other parts . ",inform
4439,ok well i am looking to spend only $35 since it's a phone that can't be used other than for parts ,counter-price
4440,well the case by itself is probably worth $25 so can you do $45 ? ,counter-price
4441,i could do $40 and pick it up today ,counter-price
4442,i will take 40 ,agree
4443,<end>,<end>
4444,hello i am interested in the yukon you are selling ,intro
4445,"that's great ! it's an excellent car and in great condition . i'm asking $4 , 400 . ",init-price
4446,my family and i have gotten a lot of use out of it over the years . i'm only selling since two of the kids have gone on to college so i don't need such a big vehicle anymore . ,supplemental
4447,"it has over 100 , 000 miles on it i would like to offer 4000 ",counter-price
4448,i think $4000 is fair . i can do that . ,agree
4449,thanks ! ,thanks
4450,<end>,<end>
4451,"hi there ! i'm selling my bridgetone 16"" bike . it's in good condition and available for only $110 . are you interested ? ",init-price
4452,i am very interested but that price is a bit high . ,vague-price
4453,what condition is th ebike in ,inquire
4454,"it's in good condition . it has always been stored indoors , so no rust or chipping . ",inform
4455,are the tires in good condition ? i see they are original ones ,inquire
4456,"they are the original , but to be honest , i never rode it very often . there is still a good amount of tread on them , so there's many more miles to go before they'll need to be replaced . ",inform
4457,that sounds great . how about we settle for 99 and ill pick it up today ,counter-price
4458,that works for me ! ,agree
4459,<end>,<end>
4460,hi there ,intro
4461,good day ! ,intro
4462,how are you today ? ,intro
4463,i'm well . broke my arm and can't use my go pro for a while . ,intro
4464,"oh geeze , im sorry to here that . ",intro
4465,i can't use it but maybe you're interested ? ,intro
4466,"yes , a go pro is something i have been interested in for a while , how does $243 for it sound ? ",init-price
4467,that will work for me . i can't use it anyway ! ,agree
4468,<end>,<end>
4469,are you interested in renting my apartment ? ,intro
4470,yes i am however it is much higher then i can afford . i was lookng in the 1000-1500$ range ,init-price
4471,i really can't go that low . i just renovated the kitchen and our tenants are great people . ,vague-price
4472,"well that may be so but with the lack of pets allowed , radiator heat , and having to pay electric its too high for those lack of or bad features . ",vague-price
4473,i can offer you a price of $1800 a month . ,counter-price
4474,<end>,<end>
4475,i would like 160 ,init-price
4476,"the bike is in good condition , but not excellent . i can offer 140 ",counter-price
4477,i think that seems far . i like the deal . lets do it . ,agree
4478,<end>,<end>
4479,"hello , are you intereste din the bed ? ",intro
4480,"i think 247 is rather low , anychance you can come up ? ",init-price
4481,perhaps if there are other perks to the item that i don't know about yet . ,unknown
4482,"well it is very well cared for and also does come with a mattress , both great quality and condition . ",supplemental
4483,<end>,<end>
4484,hello there if you are interested in the chair i am asking 299 . ,init-price
4485,"yes , very interested . is the chair new ? ",inquire
4486,it was only used a few times . it is in excellent condition . ,inform
4487,will the chair work for someone who is under 6 feet tall ? ,inquire
4488,"yes of course , but it has the capability to offer great support ofr those over 6 foot , so it is very versatile . ",inform
4489,"i'm just afraid that it will be too tall , since i am only 4 foot tall . ",supplemental
4490,"well i think it woudl work for you but that is your choice , i am looking to get rid of it because i am moving . i could come down to 250 and free delivery . ",counter-price
4491,deal ! ,agree
4492,<end>,<end>
4493,who is the manufacturer ? ,inquire
4494,its tom and associates . they're pretty neat and good at their work ! ,inform
4495,"oh , ive own a piece from them in the past , it only lasted 5 years . would you take $30 ? ",init-price
4496,that's very low for me . i got the item for $80 . ,counter-price
4497,the couch is very comfortable and in a very good condition . the item has very strong woods that last for years . ,supplemental
4498,how old is it ? ,inquire
4499,only one year old ,inform
4500,"all i have on me right now is $38 , if you'd accept that , i can pick it up in under an hour . ",counter-price
4501,lets make it $40 and i will offer to deliver it to you ? ,counter-price
4502,when can you deliver it ? ,inquire
4503,by tomorrow and i accept cash only ,inform
4504,i won't be around tomorrow . but i can come right now if you'll take $38 ,insist
4505,okay then deal ! ,agree
4506,<end>,<end>
4507,hello ,intro
4508,"hi , does this have build in microwave ? ",inquire
4509,yes it does ,inform
4510,what about a pool ? ,inquire
4511,yes and lounge area was just renovated ,inform
4512,"i will take it , if you are willing to take $150 off the listing price . ",vague-price
4513,i can take $100 off ,vague-price
4514,"sorry , i can only pay $1660 per month ",init-price
4515,<end>,<end>
4516,"waddup , this looks so cool . i can finally replace my secretary , that worthless pos ",supplemental
4517,hi yes its very nice and brand new im selling it for 18 ,init-price
4518,do you have a secretary ? ,inquire
4519,no i do not ,inform
4520,they're nice but expensive . i prefer this machine to paying them if you know whta i mean ,vague-price
4521,"ok i see , so are you going to purchase ? ",inquire
4522,i'll give you $10 for it ,counter-price
4523,im sorry but this is brand new ,supplemental
4524,you're gonna have a hard time getting rid of this ,disagree
4525,"ok , so are you no longer interested ? ",inquire
4526,here we go ,disagree
4527,<end>,<end>
4528,"go ahead and ask me anything about the bike , i did a lot of research before i bought it . ",intro
4529,hi there i am intereste din the bike ,intro
4530,"great , i'm only asking $250 for it . i know that is really cheap for a nirve , but i can't use it . ",init-price
4531,"funny , if you researched it you got one too tall . ",supplemental
4532,"i was looking for quality and customer reviews , never thought about ride height , i know , stupid me . ",unknown
4533,anyways . . i could do 230 ? ,counter-price
4534,"hmm , i could do $240 ",counter-price
4535,okay i suppose that is fair ,agree
4536,great ,thanks
4537,<end>,<end>
4538,hello ,intro
4539,hi . is the location great ? how far is it from town ? ,inquire
4540,the location is amazing . it is not far from town . you can walk to alot of places . ,inform
4541,okay and is it fully furnished ? ,inquire
4542,yes ! including a hw fir ! ,inform
4543,cool . the price listed doesn't match my budget though . i have $1786 that i can afford ,init-price
4544,"that is over $500 of the listing price . i could do $2 , 00 at the lowest . ",counter-price
4545,okay that's fair for the furnished apartment . i will get that then ! ,agree
4546,deal ! ,agree
4547,<end>,<end>
4548,hello ,intro
4549,hello ,intro
4550,this is a great desk ,supplemental
4551,yes it is i was wondering if i offered you $75 . 00 for the desk if i could pick it up myself and throw in a xbox to give to you ,init-price
4552,"sorry , i can't accept anything less than 110 and have no need for an xbox ",counter-price
4553,okay that's understandable i will pay you $110 . 00 ,agree
4554,sounds good ,thanks
4555,<end>,<end>
4556,hello ,intro
4557,hi there ! i am very interested in your car ! ,intro
4558,"but , it is a little pricey . would you accept $3000 ? ",init-price
4559,it's a 2009 model in excellent condition and very well maintained with everything working . ,supplemental
4560,i'd be willing to go down to $7500 . ,counter-price
4561,"yes , but it's dirty , there isn't xm in the radio , and its only a 5 speed . the gas mileage is also very low on this vehicle , so how about $4000 ? ",counter-price
4562,"i'd be willing to go down to $7000 because i like you , but i can't go any lower . ",counter-price
4563,the highest i am willing to go is $4250 . cash in hand . i can pick it up in 10 minutes . ,counter-price
4564,<end>,<end>
4565,hello ,intro
4566,hey ,intro
4567,this is a great vehicle ,supplemental
4568,<end>,<end>
4569,hello are you intrested in the phone ? ,intro
4570,"yes , what ",inquire
4571,its a t mobile galaxy s2 ,inform
4572,what is wrong with the phone ? ,inquire
4573,it loads but it won't go past the boot screen . i think it's an easy fix but i don't have the time or expertise . ,inform
4574,"well , i happened to have bought a used samsung galaxy s6 last week for $30 ",init-price
4575,was it in good working condition ? i'm asking 24 bucks ,counter-price
4576,"well , i plan to resell this phone for $25 , so i can't offer more than $18 . ",counter-price
4577,make it 20 and it's yours ,counter-price
4578,i agree to $20 . ,agree
4579,<end>,<end>
4580,hi i am really interested in the apartment . ,intro
4581,is it close to town ? ,inquire
4582,"hello , yes the apartment is about a 10 minute drive to the town ",inform
4583,is it fully furnished ? ,inquire
4584,"the downstairs area is , the upstairs however is not ",inform
4585,and what about the smoking requirement ? is it a smoking area or not ? ,inquire
4586,"yes , smoking is allowed ",inform
4587,okay . so what's the price for it ? the amount i see is way too high for me . can we work on that ? ,vague-price
4588,the price is negotiable assuming you pass on a credit check . what is the current standing of your credit ? ,inquire
4589,"its in an excellent standing , and before we get down to the price . what is the deposit ? ",inquire
4590,the deposit is one months rent . so the price we agree on will be the deposit ,inform
4591,sounds good . so the amount that i can propose is $1672 ,init-price
4592,"that's a nice starting point . however , i have many interested buyers . i will counter at $1850 ",counter-price
4593,"okay , since i really liked the apartment , i would be willing to give that amount . ",agree
4594,sounds good . $1850 it is ,thanks
4595,<end>,<end>
4596,this house looks perfect ! is there a basement ? ,inquire
4597,unfortunately there is not a basement . ,inform
4598,well is there anyway you could allow me to bring my cat along ? i know you said no pets but i don't want to get rid of him ,inquire
4599,"once again . i am sorry , but i can't allow pets at this location . even the best pets do have occasional ""accidents"" and with this carpet can be very difficult to clean . i certainly hope this isn't a deal breaker to you , but i understand if it is . ",inform
4600,if you could lower the price to 2000 i would still take it . ,init-price
4601,"what would you say to 2100 with a deposit of 1500 , additionally , how is your credit ? ",counter-price
4602,i have decent credit but i just broke up with my boyfriend and all i can afford right now is to pay a little over 2000 . i really need a place to live . ,counter-price
4603,"i understand , if you don't mind me asking , what is your current source of income ? ",inquire
4604,i am a school teacher . ,inform
4605,"thank you for letting me know . i appreciate the work you do . you have been very pleasent during this process . i'm willing to go down to 2000 in this situation . assuming that you pass the credit check , which i'm sure that you will , we can get the lease agreement sorted out in about a week or so . ",agree
4606,thank you so much you won't regret this ! ,thanks
4607,alright . it sounds like 2000 is a deal . thank you for your time . ,thanks
4608,<end>,<end>
4609,"so , what's wrong with this phone ? ",inquire
4610,it starts but won't go past the boost screen . i am no phone expert though . ,inform
4611,"well , i think we can make a deal , i would like to buy the phone on the chance i can get it to work again . ",supplemental
4612,great . how much would you like to offer . ,inquire
4613,"well , are there any other problems with the phone besides the boot screen problem you mentioned ? ",inquire
4614,none i know . i am not an expert though . i just buy phones . never fixed one myself . ,inform
4615,"well , for a 6 year old used phone that may or may not work , that has been replaced by a new phone that costs only $75 , i'm willing to take a chance and offer $15 . ",init-price
4616,would you be willing to do $20 ? ,counter-price
4617,"no , i have to stay firm at $15 , there's a good chance that the phone is in a permanent bootloop state that i can't do anything to recover , and then i'd have to just recycle it . ",insist
4618,can we meet in the middle at 18 ? ,counter-price
4619,"i'll do $17 , that's my best offer . ",counter-price
4620,ok sounds good . ,agree
4621,<end>,<end>
4622,"i'm interested in this desk , what is your lowest price ? ",inquire
4623,i am selling it for $125 ,init-price
4624,"i'd have to paint it , when i get it , would you take 105 instead ? ",counter-price
4625,yes that is fine ,agree
4626,<end>,<end>
4627,how much is the price ? ,inquire
4628,it's 18 bucks . ,init-price
4629,how about $15 ? ,counter-price
4630,it's brand new in the box . how about 16 ? ,counter-price
4631,okay ,agree
4632,great . the phone number is 347-567-6785 . ,thanks
4633,<end>,<end>
4634,hi how's it going ,intro
4635,hello . i'm well . i hope you are too . ,intro
4636,i'd love to get this car but i can't afford the listed price . what deal can you make for cash ? ,inquire
4637,what is your offer ? ,inquire
4638,i can take if off your hands for $7500 cash in hand . the car is nearing 100000 miles and i think it's a fair price for cash . ,init-price
4639,its still got about 16k miles until 100k . how about we meet in the middle ? ,vague-price
4640,what would be your counter offer ? it's no hot rod . ,inquire
4641,$9000 cash ? ,counter-price
4642,i don't have that much cash . that's pretty far from the middle . what about $7750 ? ,counter-price
4643,$8000 is as low as i can go . ,counter-price
4644,$8000 is reasonable . deal . ,agree
4645,<end>,<end>
4646,hi . do you have a picture of this item ? i'm very interested . ,intro
4647,no dio not have a picture of it . but i can tell you in very good condition ,inform
4648,okay . how wide is the shelf ? ,inquire
4649,it is wide enough to hold books and other items ,inform
4650,do you have exact measurements ? ,inquire
4651,no i do not have exact measurements but it is a reproduction of the french original ,inform
4652,okay . how much are you looking to sell it for ? ,inquire
4653,list price is 600 but am willing to negoitate ,init-price
4654,okay good . how does 400 sound ? i can pay cash and pick it up today or tomorrow . ,counter-price
4655,<end>,<end>
4656,hello ! what do you think of the apartment ? ,inquire
4657,"hi , i'm interested in it . do you think we could maybe do $2000 for the place . ",init-price
4658,the apartment is newly renovatedand in such a great neighborhood . how do you feel about 2350 ? ,counter-price
4659,2350 still seems too much for the place given the fact that i have to use coins to use the laundry . ,vague-price
4660,can we met half way at 2100 ? ,counter-price
4661,2200 and you have yourself a deal . ,counter-price
4662,2150,counter-price
4663,2175 and i can throw in some nice lavender linen spray ,counter-price
4664,"hmm i'm not really interested in that , i would prefer 2150 ",insist
4665,2150 will be acceptable . welcome to your new apartment ! ,agree
4666,<end>,<end>
4667,hello ,intro
4668,hi i am interesed in the chair your have sale but i want to know some details . ,intro
4669,i am 6ft 5in and weigh 250lbs . will this hold me ? ,inquire
4670,"well , good thing you asked because this chair is just the right size for you if you are over 6ft . ",inform
4671,sweet ! would you be willing to take $200 for the chair ? ,init-price
4672,"truth be told . my initial sale price for this is much , much higher . it's $340 . we need to talk this out . ",counter-price
4673,well they list at office max for $299 and this one is used . so the highest i would go is about $225 ,counter-price
4674,"more accurately , though , this is refurbished . i only ""unboxed"" the package , and intermittently used it . meaning the quality of it is still considerably higher than a used chair . ",supplemental
4675,$225 is severely underselling it . i want $275 because the condition is too close to new . ,counter-price
4676,im sorry i cannot go that high $227 is im highest offer take it or leave it ,counter-price
4677,"i have a counteroffer . $235 is the absolute lowest i can go on my part . if you buy a used chair anywhere else , it will not be as great of a condition as this . ",counter-price
4678,<end>,<end>
4679,hi i am selling a toyota camry 2009 le . ,intro
4680,hello i'm interested if the price is right . ,intro
4681,the price is $8000 ,init-price
4682,how many miles ? ,inquire
4683,im sorry that i dont know ,inform
4684,in that case i am prepared to offer $6500 ,counter-price
4685,thats too low as its in a very good condition ,vague-price
4686,counter ,unknown
4687,meaning ? ,inquire
4688,here is my final offer 7300 ,counter-price
4689,yeah that sounds about right ,agree
4690,<end>,<end>
4691,"hi , i'm interested in the phone . ",intro
4692,what is the issue with it ? ,inquire
4693,it will not boot past the boot screen ,inform
4694,i'm willing to buy it for 22 ,init-price
4695,"i would like to get the $24 , i will even bring it to you , if we can meet somewhere public . ",counter-price
4696,that sounds fair . ,agree
4697,<end>,<end>
4698,hello ,intro
4699,"hi , how much would you like to spend for this item ? ",inquire
4700,i am looking to spend no more than 2000 ,init-price
4701,"okay , are you willing to go a bit higher for a quality place ? ",inquire
4702,"maybe , if pets were allowed . ",inform
4703,unfortunately no pets allowed ,inform
4704,then my price is not adjustable unfortunately . ,insist
4705,"okay , the lowest i can go is $2200 ",counter-price
4706,not $2000 ? ,counter-price
4707,"no , only $2200 ",insist
4708,<end>,<end>
4709,how new are the kitchen and bathroom ? ,inquire
4710,both have been redone in the past year . ,inform
4711,does the bathroom have a shower and a bath ? ,inquire
4712,yes . ,inform
4713,and could you tell me what color it is ? ,inquire
4714,"the bathroom is pained white , and the combo shower/bath is also white . ",inform
4715,sweet . is there anyway you'd allow me to bring my dog ? i swear she never pees in the house . ,inquire
4716,"sorry , i can't make any exceptions to the no pets rule . ",inform
4717,i'd really only like to pay 1890 then . ,init-price
4718,are you willing to pay 2000 if i throw in a $150 coupon package for local businesses ? ,counter-price
4719,is that for any of the local businesses or just one in particular ? ,inquire
4720,it is for any local business . ,inform
4721,then you have a deal ! ,agree
4722,great ! ,thanks
4723,<end>,<end>
4724,hello ,intro
4725,hi there i am interested in your car . . ,intro
4726,"great ! it is very well maintained and has a lot of added features . my asking price for it is just $10 , 000 ",init-price
4727,how old is this car ? ,inquire
4728,"its a 2009 , its an le edition , and the brakes were just replaced , so its a great deal . ",inform
4729,has it ever been in an accident ? ,inquire
4730,no accidents and it has all the papers with it . ,inform
4731,"if you could come down a little to say 6800 , i would take it happily . ",counter-price
4732,"i think you will like this car an i want to sell it to you , so how about i meet you half way and we settle for $8000 ",counter-price
4733,the listing price is 8000 . ,counter-price
4734,i feel that it is worth more than 8000 . the listing price is the lowest i can go . ,insist
4735,well you should have placed the add differently . i don't feel you open to offers then . ,disagree
4736,ok sorry we couldnt agree ,disagree
4737,<end>,<end>
4738,this great townhouse is going for 2200 ! ,init-price
4739,there are no washer/dryer . i would consider it if you can make an offer of $1300 ,counter-price
4740,that depends on how your credit is ? ,inquire
4741,my credit would be excellent with no doubt . ,inform
4742,and you would be able to pay that with no problem if i gave you that deal ? ,inquire
4743,certainly . ,inform
4744,then you have yourself a deal . ,agree
4745,deal . thank you . ,thanks
4746,<end>,<end>
4747,hello there . . ,intro
4748,hello this looks like a great car . ,intro
4749,is there any problems with it ? ,inquire
4750,"none at all , never ha d an accident and in great condition . ",inform
4751,have the tires been changed recently ? ,inquire
4752,all weather tires were put on 3months ago . ,inform
4753,just one last question then . how is the oil ? ,inquire
4754,just changed . ,inform
4755,i'd like to offer you 8000 for this ,init-price
4756,"that is a little low but wan to take care of this quickly , how about 8700 ? ",counter-price
4757,i think i can work with that . deal ! ,agree
4758,<end>,<end>
4759,get this car for the low price of $5100 . ,init-price
4760,i really liked the car but the price is way too high for me ,vague-price
4761,well i did some research and this is what most cars like this had been selling for . i thought it was a fair price . ,insist
4762,i don't think its a fair price . i would appreciate it if you could reconsider the price . ,vague-price
4763,is the car used ? ,inquire
4764,it is used . but it only has 15000 miles on the engine . ,inform
4765,"i am interested in it , but it only fits my budget if i can pay $3876 ? ",counter-price
4766,would you not be able to do at least 4000 ? ,counter-price
4767,"okay , i could do 4000 but i need more details about the car though please ! ",agree
4768,"well it is in excellent condition . it was 3 rows of seats , and if you don't need them they can fold down for storage . ",inform
4769,great thanks . so do you accept cash or credit ? ,inquire
4770,i prefer cash if you have it . ,inform
4771,sure thing we got a deal ! ,agree
4772,thanks ,thanks
4773,<end>,<end>
4774,hello there ! this is a very elegant piece of furniture . are you interested in purchasing it ,intro
4775,yes i really like it ,inform
4776,okay what do you want to know ? ,inquire
4777,how good is its condition ? ,inquire
4778,its in a very good condition ,inform
4779,how about the price ? ,inquire
4780,$400 is the price ,init-price
4781,are you gonna come down alittle ? ,vague-price
4782,i can do $380 ,counter-price
4783,nothing less than that ? ,inquire
4784,no that's the last i could do because i assure you that you won't regret this purchase ! ,inform
4785,and will you be delivering it ? ,inquire
4786,i don't do delivery but in your case i could do that for you ! ,inform
4787,then 380 sounds good thank you . ,agree
4788,we got a deal ! you're very welcome ! thanks for purchasing with me ! ,thanks
4789,<end>,<end>
4790,hello i am interested in buying . ,intro
4791,great ! i am listing this at 2250 ,init-price
4792,"i'm going to be honest with you , i am very very limited by my budget . . . i hope we can negotiate a fair price . . . ",vague-price
4793,"i understand . however , this apartment has a lot of amenities that you may like . it's clean , large , and close to the bay . in fact , you can see the bay from the apartment ",supplemental
4794,that sounds great . that countertop looks very outdated . i am stuck at 1350 but if the countertop was updated i could probably go much higher . . . ,counter-price
4795,"well , we are not finished updating just yet . we still have to do the kitchen . it's available on july 1st so we still have some time to replace it . what's the highest you think you could go ? ",inquire
4796,i think 1750 would be fair with a new countertop . ,counter-price
4797,i really couldn't let it go for less than the 2250 asking price . ,insist
4798,"i am remodeling more than just the counter . new carpet , new appliances , freshly painted and i put in an energy efficient hvac so your utility bills will be lower . ",supplemental
4799,that all sounds great but like i said i am limited by a very very low budget . i can forego the new countertop though if it means a fairer price . ,vague-price
4800,"how would you feel if i waived the first month's rent , but you have to agree to a 12 month lease ? ",inquire
4801,i can't go any higher than 1750 and i didn't think you were coming back so i submitted it as my final offer . ,insist
4802,"i think with this location and the remodel's i'm putting in to it , i can't go 500 lower , so i'll have to reject your offer . thank you for your interest , though . ",disagree
4803,thanks for considering it . have a good night . ,disagree
4804,<end>,<end>
4805,hello ,intro
4806,are you looking to rent an apartment ? ,inquire
4807,yes i am ,inform
4808,i've got a great listing available . 1br with large closets . next to shopping and plenty of restaurants . ,supplemental
4809,"i see that , and what is the price ? ",inquire
4810,i can do $1735 a month with the first month free and no deposit . ,init-price
4811,i see . . . . i am sorry i was looking in the low 1100's . . . . i will have to look somewhere else then ,counter-price
4812,you won't find anything below $1800 in downtown walnut creek . ,counter-price
4813,ok that is clearly out of my price range . i have 2200 cash i was looking to pay up front as 1st and last so i will have to look elsewhere ,counter-price
4814,i'll do $1700 and i'll waive the application fee . the application fee saves you $300 off the bat . ,counter-price
4815,sorry ,disagree
4816,<end>,<end>
4817,hello . i am interested in this product . ,intro
4818,is it new or used ? ,inquire
4819,"hello , it is used and ready to go ! ",inform
4820,what is the color ? ,inquire
4821,the cars color is desert sand mica ,inform
4822,okay and how about the smog test ? ,inquire
4823,it just passed the smog test and it totally ready to go ! asking 9000 ,init-price
4824,you're asking 9000 for it ? ,inquire
4825,yes we are ! ,inform
4826,woah ! that's too too much for me ! ,vague-price
4827,"well , we may have a little wiggle room , so please make an offer . maybe we can find a price that works for the both of us . ",vague-price
4828,"well as per your ad , the listing item is for $7668 . ",counter-price
4829,i wonder why you're asking 9000 ? ,inquire
4830,"well , we have others that are interested in the vehicle as well . so due to popular inquiry , we had to raise the price . i am waiting to hear back from two clients . but if you can agree to purchase the vehicle i will sell it to you ! ",inform
4831,"as per your listing price , i am willing to pay 7200 ? ",counter-price
4832,that is 1800 below my price ! ! how about we meet in the middle and agree at $8100 ? ,counter-price
4833,how about 7800 ? ,counter-price
4834,"ok , if you are willing to make that our final agreement , then i will accept ! ",agree
4835,thank you so much ! ,thanks
4836,<end>,<end>
4837,hello ,intro
4838,hi ,intro
4839,i would like more details about this apartment ,inquire
